,path,link,name,dvornik
255,"Citroen,Berlingo,1 пок., (96-08)",https://avto-dvorniki.ru/car/citroen/berlingo/0686/,"Стеклоочистители для Citroen Berlingo 1 пок., (96-08)",",Комплект Bosch AeroTwin AR550S,Комплект Hella Razor Hybrid (22+22),Комплект Bosch AeroTwin (AR22U+AR21U),Комплект Trico Ice (ICE550+ICE550),Комплект Denso Hybrid (DUR-055L+DUR-053L),Комплект Alca Super Flat (ASF56+ASF53),Комплект Heyner Hybrid (HG56+HG53),Комплект SWF VisioNext (119855+119855),Комплект Trico NeoForm (NF550+NF550),Комплект Valeo HydroConnect Upgrade (HU55+HU55),Комплект Hella Dyna Blade (WBU22+WBU22),Комплект Trico Force (TF550L+TF550L)"
256,"Citroen,C-Crosser,(07-13)",https://avto-dvorniki.ru/car/citroen/c-crosser/0754/,Стеклоочистители для Citroen C-Crosser (07-13),",Комплект Bosch AeroTwin AR801S,Комплект Bosch AeroTwin (AR24U+AR21U),Комплект Trico Ice (ICE600+ICE530),Комплект Denso Hybrid (DUR-060L+DUR-053L),Комплект Heyner Hybrid (HG60+HG53),Комплект Alca Winter (AW60+AW53),Комплект Trico NeoForm (NF600+NF530),Комплект Valeo HydroConnect Upgrade (HU60+HU53),Комплект Hella Razor Hybrid (24+21),Комплект SWF VisioNext (119860+119853),Комплект Hella Dyna Blade (WBU24+WBU21),Комплект Trico Force (TF600L+TF530L)"
257,"Citroen,C-Elysee,(12-)",https://avto-dvorniki.ru/car/citroen/c-elysee/0755/,Стеклоочистители для Citroen C-Elysee (12-),",Комплект Bosch AeroTwin A116S,Комплект Bosch AeroTwin Plus (AP600U+AP400U),Комплект Heyner Hybrid (HG60+HG40),Комплект Alca Winter (AW60+AW40),Комплект SWF VisioFlex 119330,Комплект Valeo HydroConnect Front (HF60+HF40),Комплект Valeo Silencio Flat VF322 / VM322,Комплект Valeo First Multiconnection (VFB60+VFB40),Комплект Trico NeoForm (NF6014+NF4014)"
258,"Citroen,C1,2 пок., (14-)",https://avto-dvorniki.ru/car/citroen/c1/1156/,"Стеклоочистители для Citroen C1 2 пок., (14-)",",Дворник Bosch AeroTwin Plus AP650U,Дворник Valeo HydroConnect Front HF65,Дворник SWF VisioFlex 119334"
259,"Citroen,C1,1 пок., (05-14)",https://avto-dvorniki.ru/car/citroen/c1/0756/,"Стеклоочистители для Citroen C1 1 пок., (05-14)",",Дворник Bosch AeroTwin AR26U,Дворник Trico Ice ICE650,Дворник Denso Hybrid DUR-065L,Дворник SWF VisioNext 119865,Дворник Trico NeoForm NF650,Дворник SWF VisioFlex 119783,Дворник Denso Flat DFR-012,Дворник Valeo HydroConnect Upgrade HU65C"
260,"Citroen,C2,(03-09)",https://avto-dvorniki.ru/car/citroen/c2/0757/,Стеклоочистители для Citroen C2 (03-09),",Комплект Bosch AeroTwin AR604S,Комплект Hella Razor Hybrid (24+18),Комплект Trico Ice (ICE600+ICE450),Комплект Heyner Hybrid (HG60+HG45),Комплект Heyner All Seasons (HAS60+HAS45),Комплект SWF VisioNext (119860+119845),Комплект Alca Winter (AW60+AW45),Комплект Denso Flat (DFR-009+DFR-002),Комплект Trico NeoForm (NF600+NF450),Комплект Valeo HydroConnect Upgrade (HU60+HU45),Комплект Bosch AeroTwin (AR24U+AR18U),Комплект SWF VisioFlex 119761,Комплект Hella Dyna Blade (WBU24+WBU18),Комплект Trico Force (TF600L+TF450L)"
261,"Citroen,C3,3 пок., (16-)",https://avto-dvorniki.ru/car/citroen/c3/1802/,"Стеклоочистители для Citroen C3 3 пок., (16-)",",Комплект Bosch AeroTwin A414S,Комплект Bosch AeroTwin Multi-Clip AM468S,Комплект Bosch AeroTwin Plus (AP650U+AP400U),Комплект Trico Ice (ICE650+ICE400),Комплект Valeo HydroConnect Front (HF65+HF40),Комплект Alca Super Flat (ASF65+ASF40),Комплект Heyner Hybrid (HG65+HG40),Комплект Heyner All Seasons (HAS65+HAS40),Комплект Alca Winter (AW65+AW40),Комплект Trico Flex (FX650+FX400),Комплект SWF VisioFlex 119265,Комплект Hella Dyna Blade (WBU26+WBU16),Комплект Trico NeoForm (NF659+NF409),Комплект Denso Flat DF-058"
262,"Citroen,C3,2 пок., (09-16)",https://avto-dvorniki.ru/car/citroen/c3/0696/,"Стеклоочистители для Citroen C3 2 пок., (09-16)",",Комплект Bosch AeroTwin Plus (AP650U+AP400U),Комплект Bosch AeroTwin A422S,Комплект Valeo HydroConnect Front (HF65+HF40),Комплект Alca Super Flat (ASF65+ASF40),Комплект Heyner Hybrid (HG65+HG40),Комплект Alca Winter (AW65+AW40),Комплект SWF VisioFlex 119396,Комплект Valeo Silencio Flat VF453 / VM453,Комплект Valeo First Multiconnection (VFB65+VFB40),Комплект Trico NeoForm (NF6514+NF4014),Комплект Denso Flat DF-063"
263,"Citroen,C3,1 пок., (01-09)",https://avto-dvorniki.ru/car/citroen/c3/0691/,"Стеклоочистители для Citroen C3 1 пок., (01-09)",",Комплект Bosch AeroTwin AR604S,Комплект Hella Razor Hybrid (24+18),Комплект Trico Ice (ICE600+ICE450),Комплект Denso Hybrid (DUR-060L+DUR-045L),Комплект Heyner Hybrid (HG60+HG45),Комплект Heyner All Seasons (HAS60+HAS45),Комплект SWF VisioNext (119860+119845),Комплект Alca Winter (AW60+AW45),Комплект Denso Flat (DFR-009+DFR-002),Комплект Trico NeoForm (NF600+NF450),Комплект Valeo HydroConnect Upgrade (HU60+HU45),Комплект Bosch AeroTwin (AR24U+AR18U),Комплект SWF VisioFlex 119761,Комплект Hella Dyna Blade (WBU24+WBU18),Комплект Trico Force (TF600L+TF450L)"
264,"Citroen,C3 Aircross,1 пок., (17-)",https://avto-dvorniki.ru/car/citroen/c3-aircross/1837/,"Стеклоочистители для Citroen C3 Aircross 1 пок., (17-)",",Комплект Bosch AeroTwin A414S,Комплект Bosch AeroTwin Multi-Clip AM468S,Комплект Bosch AeroTwin Plus (AP650U+AP400U),Комплект Trico Ice (ICE650+ICE400),Комплект Valeo HydroConnect Front (HF65+HF40),Комплект Alca Super Flat (ASF65+ASF40),Комплект Heyner Hybrid (HG65+HG40),Комплект Alca Winter (AW65+AW40),Комплект SWF VisioFlex 119429,Комплект Valeo Silencio Flat VF468 / VM468,Комплект Valeo First Multiconnection (VFB65+VFB40),Комплект Hella Dyna Blade (WBU26+WBU16),Комплект Denso Flat DF-044,Комплект Trico NeoForm (NF659+NF409)"
265,"Citroen,C3 Picasso,1 пок., (13-) рестайлинг",https://avto-dvorniki.ru/car/citroen/c3-picasso/0708/,"Стеклоочистители для Citroen C3 Picasso 1 пок., (13-) рестайлинг",",Комплект Bosch AeroTwin A116S,Комплект Bosch AeroTwin Plus (AP600U+AP400U),Комплект Heyner Hybrid (HG60+HG40),Комплект Alca Winter (AW60+AW40),Комплект SWF VisioFlex 119330,Комплект Valeo HydroConnect Front (HF60+HF40),Комплект Valeo Silencio Flat VF322 / VM322,Комплект Valeo First Multiconnection (VFB60+VFB40),Комплект Trico NeoForm (NF6014+NF4014)"
266,"Citroen,C3 Picasso,1 пок., (10-13) крепление «Штык»",https://avto-dvorniki.ru/car/citroen/c3-picasso/1594/,"Стеклоочистители для Citroen C3 Picasso 1 пок., (10-13) крепление «Штык»",",Комплект SWF VisioFlex 119330,Комплект Valeo HydroConnect Front (HF60+HF40),Комплект Valeo Silencio Flat VF322 / VM322,Комплект Valeo First Multiconnection (VFB60+VFB40)"
267,"Citroen,C3 Picasso,1 пок., (08-10) крепление «Кнопка»",https://avto-dvorniki.ru/car/citroen/c3-picasso/0703/,"Стеклоочистители для Citroen C3 Picasso 1 пок., (08-10) крепление «Кнопка»",",Комплект Bosch AeroTwin A295S,Комплект Bosch AeroTwin Plus (AP600U+AP400U),Комплект Trico Ice (ICE600+ICE400),Комплект Heyner Hybrid (HG60+HG40),Комплект Alca Winter (AW60+AW40),Комплект Valeo HydroConnect Front (HF60+HF40),Комплект SWF VisioFlex 119378,Комплект Valeo Silencio Flat VF445 / VM445,Комплект Valeo First Multiconnection (VFB60+VFB40),Комплект Hella Dyna Blade (WBU24+WBU16),Комплект Trico Force (TF600L+TF400L)"
268,"Citroen,C3 Pluriel,(03-10)",https://avto-dvorniki.ru/car/citroen/c3-pluriel/1661/,Стеклоочистители для Citroen C3 Pluriel (03-10),",Комплект Hella Razor Hybrid (22+18),Комплект Bosch AeroTwin (AR22U+AR18U),Комплект Trico Ice (ICE550+ICE450),Комплект SWF VisioNext (119855+119845),Комплект Trico NeoForm (NF550+NF450),Комплект Valeo HydroConnect Upgrade (HU55+HU45),Комплект Hella Dyna Blade (WBU22+WBU18),Комплект Denso Flat (DFR-007+DFR-002)"
269,"Citroen,C4,2 пок., (11-)",https://avto-dvorniki.ru/car/citroen/c4/0719/,"Стеклоочистители для Citroen C4 2 пок., (11-)",",Комплект Bosch AeroTwin A120S,Комплект Bosch AeroTwin Plus (AP750U+AP650U),Комплект Heyner Hybrid (HG76+HG65),Комплект Valeo HydroConnect Front (HF75+HF65B),Комплект SWF VisioFlex 119452,Комплект Valeo Silencio Flat VF480 / VM480,Комплект Trico NeoForm (NF759+NF659)"
270,"Citroen,C4,1 пок., (04-10)",https://avto-dvorniki.ru/car/citroen/c4/0717/,"Стеклоочистители для Citroen C4 1 пок., (04-10)",",Комплект Bosch AeroTwin A965S,Комплект Bosch AeroTwin Plus (AP700U+AP600U),Комплект Heyner Hybrid (HG70+HG60),Комплект Heyner All Seasons (HAS70+HAS60),Комплект Valeo HydroConnect Front (HF70+HF60),Комплект Valeo Silencio Flat VF409 / VM409,Комплект Valeo First Multiconnection (VFB70+VFB60),Комплект Hella Dyna Blade (WBU28+WBU24),Комплект Denso Flat DF-128"
271,"Citroen,C4 Aircross,(12-)",https://avto-dvorniki.ru/car/citroen/c4-aircross/0721/,Стеклоочистители для Citroen C4 Aircross (12-),",Комплект Bosch AeroTwin AR801S,Комплект Bosch AeroTwin (AR24U+AR21U),Комплект Trico Ice (ICE600+ICE530),Комплект Denso Hybrid (DUR-060L+DUR-053L),Комплект Heyner Hybrid (HG60+HG53),Комплект Alca Winter (AW60+AW53),Комплект Trico NeoForm (NF600+NF530),Комплект Valeo HydroConnect Upgrade (HU60+HU53),Комплект SWF VisioFlex 119764,Комплект Hella Razor Hybrid (24+21),Комплект SWF VisioNext (119860+119853),Комплект Hella Dyna Blade (WBU24+WBU21),Комплект Trico Force (TF600L+TF530L)"
272,"Citroen,C4 Cactus,(14-)",https://avto-dvorniki.ru/car/citroen/c4-cactus/1624/,Стеклоочистители для Citroen C4 Cactus (14-),",Комплект Bosch AeroTwin A199S"
273,"Citroen,C4 Coupe,(04-10)",https://avto-dvorniki.ru/car/citroen/coupe/1901/,Стеклоочистители для Citroen C4 Coupe (04-10),",Комплект Bosch AeroTwin A965S,Комплект Bosch AeroTwin Plus (AP700U+AP600U),Комплект Heyner Hybrid (HG70+HG60),Комплект Heyner All Seasons (HAS70+HAS60),Комплект Valeo HydroConnect Front (HF70+HF60),Комплект Valeo Silencio Flat VF409 / VM409,Комплект Valeo First Multiconnection (VFB70+VFB60),Комплект Hella Dyna Blade (WBU28+WBU24),Комплект Denso Flat DF-128"
274,"Citroen,C4 Grand Picasso,2 пок., (13-)",https://avto-dvorniki.ru/car/citroen/c4-grand-picasso/0727/,"Стеклоочистители для Citroen C4 Grand Picasso 2 пок., (13-)",",Комплект Bosch AeroTwin Plus (AP800U+AP750U),Комплект Bosch AeroTwin A944S,Комплект Valeo HydroConnect Front (HF80+HF75B),Комплект Trico NeoForm (NF809+NF759)"
275,"Citroen,C4 Grand Picasso,1 пок., (08-13) рестайлинг",https://avto-dvorniki.ru/car/citroen/c4-grand-picasso/0723/,"Стеклоочистители для Citroen C4 Grand Picasso 1 пок., (08-13) рестайлинг",",Комплект Bosch AeroTwin A428S,Комплект Bosch AeroTwin Plus (AP800U+AP750U),Комплект Trico NeoForm (NF8014+NF7514),Комплект Denso Flat DF-046"
276,"Citroen,C4 Grand Picasso,1 пок., (06-08)",https://avto-dvorniki.ru/car/citroen/c4-grand-picasso/0722/,"Стеклоочистители для Citroen C4 Grand Picasso 1 пок., (06-08)",",Комплект Bosch AeroTwin Plus (AP800U+AP750U),Комплект Bosch AeroTwin A313S,Комплект Denso Flat DF-045,Комплект Trico NeoForm (NF806+NF756)"
277,"Citroen,C4 Picasso,(13-)",https://avto-dvorniki.ru/car/citroen/c4-picasso/0810/,Стеклоочистители для Citroen C4 Picasso (13-),",Комплект Bosch AeroTwin Plus (AP800U+AP750U),Комплект Bosch AeroTwin A944S,Комплект Valeo HydroConnect Front (HF80+HF75B),Комплект Trico NeoForm (NF809+NF759)"
278,"Citroen,C4 Picasso,(08-13)",https://avto-dvorniki.ru/car/citroen/c4-picasso/0808/,Стеклоочистители для Citroen C4 Picasso (08-13),",Комплект Bosch AeroTwin A428S,Комплект Bosch AeroTwin Plus (AP800U+AP750U),Комплект Valeo HydroConnect Front (HF80+HF75B),Комплект Trico NeoForm (NF8014+NF7514),Комплект Denso Flat DF-046"
279,"Citroen,C4 Picasso,(06-08)",https://avto-dvorniki.ru/car/citroen/c4-picasso/0809/,Стеклоочистители для Citroen C4 Picasso (06-08),",Комплект Bosch AeroTwin Plus (AP800U+AP750U),Комплект Bosch AeroTwin A313S,Комплект Valeo HydroConnect Front (HF80+HF75B),Комплект Denso Flat DF-045,Комплект Trico NeoForm (NF806+NF756)"
280,"Citroen,C5,2 пок., (07-) Tourer",https://avto-dvorniki.ru/car/citroen/c5/0744/,"Стеклоочистители для Citroen C5 2 пок., (07-) Tourer",",Комплект Bosch AeroTwin A256S,Комплект Bosch AeroTwin Plus (AP700U+AP550U),Комплект SWF VisioFlex 119426,Комплект Valeo HydroConnect Front (HF70+HF55B),Комплект Valeo Silencio Flat VF416 / VM416,Комплект Valeo First Multiconnection (VFB70+VFB55),Комплект Denso Flat DF-065"
281,"Citroen,C5,2 пок., (07-) Break",https://avto-dvorniki.ru/car/citroen/c5/1155/,"Стеклоочистители для Citroen C5 2 пок., (07-) Break",",Комплект Bosch AeroTwin A256S,Комплект Bosch AeroTwin Plus (AP700U+AP550U),Комплект SWF VisioFlex 119426,Комплект Valeo HydroConnect Front (HF70+HF55B),Комплект Valeo Silencio Flat VF416 / VM416,Комплект Valeo First Multiconnection (VFB70+VFB55)"
282,"Citroen,C5,2 пок., (07-)",https://avto-dvorniki.ru/car/citroen/c5/0743/,"Стеклоочистители для Citroen C5 2 пок., (07-)",",Комплект Bosch AeroTwin A256S,Комплект Bosch AeroTwin Plus (AP700U+AP550U),Комплект SWF VisioFlex 119426,Комплект Valeo HydroConnect Front (HF70+HF55B),Комплект Valeo Silencio Flat VF416 / VM416,Комплект Valeo First Multiconnection (VFB70+VFB55),Комплект Denso Flat DF-065"
283,"Citroen,C5,1 пок., (04-08) Break",https://avto-dvorniki.ru/car/citroen/c5/0740/,"Стеклоочистители для Citroen C5 1 пок., (04-08) Break",",Комплект Bosch AeroTwin Plus (AP650U+AP450U),Комплект Bosch AeroTwin A951S,Комплект Trico Ice (ICE650+ICE450),Комплект Valeo Silencio Flat VF410 / VM410,Комплект Alca Super Flat (ASF65+ASF45),Комплект Heyner Hybrid (HG65+HG45),Комплект Heyner All Seasons (HAS65+HAS45),Комплект Alca Winter (AW65+AW45),Комплект Valeo HydroConnect Front (HF65+HF45),Комплект SWF VisioFlex 119393,Комплект Denso Flat DF-026,Комплект Valeo First Multiconnection (VFB65+VFB45),Комплект Hella Dyna Blade (WBU26+WBU18),Комплект Trico NeoForm (NF656+NF456)"
284,"Citroen,C5,1 пок., (04-08)",https://avto-dvorniki.ru/car/citroen/c5/0738/,"Стеклоочистители для Citroen C5 1 пок., (04-08)",",Комплект Bosch AeroTwin Plus (AP650U+AP450U),Комплект Bosch AeroTwin A951S,Комплект Trico Ice (ICE650+ICE480),Комплект Valeo Silencio Flat VF410 / VM410,Комплект Alca Super Flat (ASF65+ASF48),Комплект Heyner Hybrid (HG65+HG48),Комплект Alca Winter (AW65+AW48),Комплект Valeo HydroConnect Front (HF65+HF45),Комплект SWF VisioFlex 119393,Комплект Denso Flat DF-026,Комплект Hella Dyna Blade (WBU26+WBU19),Комплект Valeo First Multiconnection (VFB65+VFB45),Комплект Trico NeoForm (NF656+NF486)"
